"subject_id" "activity_label" "feature" "mean"
"6368" 8 "standing" "tBodyAccJerkMag-std()" -0.979932239074074
"6369" 9 "standing" "tBodyAccJerkMag-std()" -0.963764177777778
"6370" 10 "standing" "tBodyAccJerkMag-std()" -0.952058214545455
"6371" 11 "standing" "tBodyAccJerkMag-std()" -0.988853960638298
"6372" 12 "standing" "tBodyAccJerkMag-std()" -0.962678857213115
"6373" 13 "standing" "tBodyAccJerkMag-std()" -0.981865616666667
"6374" 14 "standing" "tBodyAccJerkMag-std()" -0.970437182833333
"6375" 15 "standing" "tBodyAccJerkMag-std()" -0.979994800566038
"6376" 16 "standing" "tBodyAccJerkMag-std()" -0.986761550641026
"6377" 17 "standing" "tBodyAccJerkMag-std()" -0.990363248205128
"6378" 18 "standing" "tBodyAccJerkMag-std()" -0.986015285890411
"6379" 19 "standing" "tBodyAccJerkMag-std()" -0.979640838082192
"6380" 20 "standing" "tBodyAccJerkMag-std()" -0.938454372328767
"6381" 21 "standing" "tBodyAccJerkMag-std()" -0.97160651494382
"6382" 22 "standing" "tBodyAccJerkMag-std()" -0.958825095396825
"6383" 23 "standing" "tBodyAccJerkMag-std()" -0.974811528235294
"6384" 24 "standing" "tBodyAccJerkMag-std()" -0.973108343043478
"6385" 25 "standing" "tBodyAccJerkMag-std()" -0.982637080945946
"6386" 26 "standing" "tBodyAccJerkMag-std()" -0.982626252972973
"6387" 27 "standing" "tBodyAccJerkMag-std()" -0.98415908975
"6388" 28 "standing" "tBodyAccJerkMag-std()" -0.954068391518987
"6389" 29 "standing" "tBodyAccJerkMag-std()" -0.990495689538462
"6390" 30 "standing" "tBodyAccJerkMag-std()" -0.950762271186441
"6391" 1 "walking" "tBodyAccJerkMag-std()" -0.0744717500625263
"6392" 2 "walking" "tBodyAccJerkMag-std()" -0.164150985127119
"6393" 3 "walking" "tBodyAccJerkMag-std()" -0.139916355325862
"6394" 4 "walking" "tBodyAccJerkMag-std()" -0.316918956
"6395" 5 "walking" "tBodyAccJerkMag-std()" -0.282242276785714
"6396" 6 "walking" "tBodyAccJerkMag-std()" -0.0706029648421053
"6397" 7 "walking" "tBodyAccJerkMag-std()" -0.027557329277193
"6398" 8 "walking" "tBodyAccJerkMag-std()" -0.184571053979167
"6399" 9 "walking" "tBodyAccJerkMag-std()" -0.317113487115385
"6400" 10 "walking" "tBodyAccJerkMag-std()" 0.037608338009434
"6401" 11 "walking" "tBodyAccJerkMag-std()" -0.403141284745763
"6402" 12 "walking" "tBodyAccJerkMag-std()" -0.02028505044
"6403" 13 "walking" "tBodyAccJerkMag-std()" -0.131788528797719
"6404" 14 "walking" "tBodyAccJerkMag-std()" -0.439746918474576
"6405" 15 "walking" "tBodyAccJerkMag-std()" -0.310071425166667
"6406" 16 "walking" "tBodyAccJerkMag-std()" -0.403386563921569
"6407" 17 "walking" "tBodyAccJerkMag-std()" -0.275672786229508
"6408" 18 "walking" "tBodyAccJerkMag-std()" -0.42541866125
"6409" 19 "walking" "tBodyAccJerkMag-std()" 0.0356558788076923
"6410" 20 "walking" "tBodyAccJerkMag-std()" 0.0210765716843137
"6411" 21 "walking" "tBodyAccJerkMag-std()" -0.0838487968942308
"6412" 22 "walking" "tBodyAccJerkMag-std()" 0.111532924945652
"6413" 23 "walking" "tBodyAccJerkMag-std()" -0.0268194363050847
"6414" 24 "walking" "tBodyAccJerkMag-std()" -0.409824562586207
"6415" 25 "walking" "tBodyAccJerkMag-std()" -0.542870062567568
"6416" 26 "walking" "tBodyAccJerkMag-std()" -0.279350754237288
"6417" 27 "walking" "tBodyAccJerkMag-std()" -0.266138940350877
"6418" 28 "walking" "tBodyAccJerkMag-std()" -0.390449724259259
"6419" 29 "walking" "tBodyAccJerkMag-std()" -0.133036273622642
"6420" 30 "walking" "tBodyAccJerkMag-std()" -0.353751020923077
"6421" 1 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0257877197081633
"6422" 2 "walking_downstairs" "tBodyAccJerkMag-std()" 0.22961718512766
"6423" 3 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0926324494530612
"6424" 4 "walking_downstairs" "tBodyAccJerkMag-std()" -0.216858921977778
"6425" 5 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0292570509829787
"6426" 6 "walking_downstairs" "tBodyAccJerkMag-std()" 0.209502174375
"6427" 7 "walking_downstairs" "tBodyAccJerkMag-std()" 0.0901836280510638
"6428" 8 "walking_downstairs" "tBodyAccJerkMag-std()" 0.2534082561
"6429" 9 "walking_downstairs" "tBodyAccJerkMag-std()" 0.039907818552381
"6430" 10 "walking_downstairs" "tBodyAccJerkMag-std()" 0.110877231263158
"6431" 11 "walking_downstairs" "tBodyAccJerkMag-std()" -0.127017223413043
"6432" 12 "walking_downstairs" "tBodyAccJerkMag-std()" 0.0655781271934783
"6433" 13 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0433959844
"6434" 14 "walking_downstairs" "tBodyAccJerkMag-std()" 0.194708838913556
"6435" 15 "walking_downstairs" "tBodyAccJerkMag-std()" 0.159631710516667
"6436" 16 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0783498875595745
"6437" 17 "walking_downstairs" "tBodyAccJerkMag-std()" -0.206576683876087
"6438" 18 "walking_downstairs" "tBodyAccJerkMag-std()" -0.3825173332
"6439" 19 "walking_downstairs" "tBodyAccJerkMag-std()" 0.450612065720513
"6440" 20 "walking_downstairs" "tBodyAccJerkMag-std()" 0.0467185842571111
"6441" 21 "walking_downstairs" "tBodyAccJerkMag-std()" 0.0952339404955556
"6442" 22 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0337640982530556
"6443" 23 "walking_downstairs" "tBodyAccJerkMag-std()" 0.292087200087037
"6444" 24 "walking_downstairs" "tBodyAccJerkMag-std()" -0.143501970018182
"6445" 25 "walking_downstairs" "tBodyAccJerkMag-std()" -0.482976929827586
"6446" 26 "walking_downstairs" "tBodyAccJerkMag-std()" -0.111303956316
"6447" 27 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0386367422818182
"6448" 28 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0418872609934783
"6449" 29 "walking_downstairs" "tBodyAccJerkMag-std()" -0.0307693372041667
"6450" 30 "walking_downstairs" "tBodyAccJerkMag-std()" -0.125283184512903
"6451" 1 "walking_upstairs" "tBodyAccJerkMag-std()" -0.478991622075472
"6452" 2 "walking_upstairs" "tBodyAccJerkMag-std()" -0.21738939458125
"6453" 3 "walking_upstairs" "tBodyAccJerkMag-std()" -0.439020591694915
"6454" 4 "walking_upstairs" "tBodyAccJerkMag-std()" -0.437261477884615
"6455" 5 "walking_upstairs" "tBodyAccJerkMag-std()" -0.310186545957447
"6456" 6 "walking_upstairs" "tBodyAccJerkMag-std()" -0.169970363039216
"6457" 7 "walking_upstairs" "tBodyAccJerkMag-std()" -0.471265710980392
"6458" 8 "walking_upstairs" "tBodyAccJerkMag-std()" -0.228296364146341
"6459" 9 "walking_upstairs" "tBodyAccJerkMag-std()" -0.445485397959184
"6460" 10 "walking_upstairs" "tBodyAccJerkMag-std()" -0.226010197889362
"6461" 11 "walking_upstairs" "tBodyAccJerkMag-std()" -0.490485807222222
"6462" 12 "walking_upstairs" "tBodyAccJerkMag-std()" -0.329827968269231
"6463" 13 "walking_upstairs" "tBodyAccJerkMag-std()" -0.451225931090909
"6464" 14 "walking_upstairs" "tBodyAccJerkMag-std()" -0.337086266574074
"6465" 15 "walking_upstairs" "tBodyAccJerkMag-std()" -0.313363553125
"6466" 16 "walking_upstairs" "tBodyAccJerkMag-std()" -0.493067129607843
"6467" 17 "walking_upstairs" "tBodyAccJerkMag-std()" -0.390912450416667
"6468" 18 "walking_upstairs" "tBodyAccJerkMag-std()" -0.579330320344828
"6469" 19 "walking_upstairs" "tBodyAccJerkMag-std()" -0.284060693125
"6470" 20 "walking_upstairs" "tBodyAccJerkMag-std()" -0.239444370019608
"6471" 21 "walking_upstairs" "tBodyAccJerkMag-std()" -0.404183875893617
"6472" 22 "walking_upstairs" "tBodyAccJerkMag-std()" -0.0876501605595238
"6473" 23 "walking_upstairs" "tBodyAccJerkMag-std()" -0.362708849411765
"6474" 24 "walking_upstairs" "tBodyAccJerkMag-std()" -0.441068689830508
"6475" 25 "walking_upstairs" "tBodyAccJerkMag-std()" -0.674513059846154
"6476" 26 "walking_upstairs" "tBodyAccJerkMag-std()" -0.334531344727273
"6477" 27 "walking_upstairs" "tBodyAccJerkMag-std()" -0.464610567058824
"6478" 28 "walking_upstairs" "tBodyAccJerkMag-std()" -0.325362338235294
"6479" 29 "walking_upstairs" "tBodyAccJerkMag-std()" -0.254485176020408
"6480" 30 "walking_upstairs" "tBodyAccJerkMag-std()" -0.561837706461538
"6481" 1 "laying" "tBodyGyroMag-mean()" -0.874759548
"6482" 2 "laying" "tBodyGyroMag-mean()" -0.950011569583333
"6483" 3 "laying" "tBodyGyroMag-mean()" -0.951564751451613
"6484" 4 "laying" "tBodyGyroMag-mean()" -0.930236462592593
"6485" 5 "laying" "tBodyGyroMag-mean()" -0.946938300576923
"6486" 6 "laying" "tBodyGyroMag-mean()" -0.908980174736842
"6487" 7 "laying" "tBodyGyroMag-mean()" -0.915793634807692
"6488" 8 "laying" "tBodyGyroMag-mean()" -0.924253348518518
"6489" 9 "laying" "tBodyGyroMag-mean()" -0.9071250998
"6490" 10 "laying" "tBodyGyroMag-mean()" -0.937590998793103
"6491" 11 "laying" "tBodyGyroMag-mean()" -0.952523752105263
"6492" 12 "laying" "tBodyGyroMag-mean()" -0.9308405935
"6493" 13 "laying" "tBodyGyroMag-mean()" -0.944303111935484
"6494" 14 "laying" "tBodyGyroMag-mean()" -0.904665418431373
"6495" 15 "laying" "tBodyGyroMag-mean()" -0.944605127222222
"6496" 16 "laying" "tBodyGyroMag-mean()" -0.951777099571429
"6497" 17 "laying" "tBodyGyroMag-mean()" -0.960733121690141
"6498" 18 "laying" "tBodyGyroMag-mean()" -0.980740846769231
"6499" 19 "laying" "tBodyGyroMag-mean()" -0.953263432771084
"6500" 20 "laying" "tBodyGyroMag-mean()" -0.9604473725
"6501" 21 "laying" "tBodyGyroMag-mean()" -0.949278890222222
"6502" 22 "laying" "tBodyGyroMag-mean()" -0.926616373333333
"6503" 23 "laying" "tBodyGyroMag-mean()" -0.949418000972222
"6504" 24 "laying" "tBodyGyroMag-mean()" -0.953791512638889
"6505" 25 "laying" "tBodyGyroMag-mean()" -0.809688545342466
"6506" 26 "laying" "tBodyGyroMag-mean()" -0.951863594736842
"6507" 27 "laying" "tBodyGyroMag-mean()" -0.966917594459459
"6508" 28 "laying" "tBodyGyroMag-mean()" -0.93710692125
"6509" 29 "laying" "tBodyGyroMag-mean()" -0.971923623043478
"6510" 30 "laying" "tBodyGyroMag-mean()" -0.962284921142857
"6511" 1 "sitting" "tBodyGyroMag-mean()" -0.93089249
"6512" 2 "sitting" "tBodyGyroMag-mean()" -0.946035087173913
"6513" 3 "sitting" "tBodyGyroMag-mean()" -0.919354372307692
"6514" 4 "sitting" "tBodyGyroMag-mean()" -0.9260633138
"6515" 5 "sitting" "tBodyGyroMag-mean()" -0.934301646590909
"6516" 6 "sitting" "tBodyGyroMag-mean()" -0.932703812181818
"6517" 7 "sitting" "tBodyGyroMag-mean()" -0.897870535
"6518" 8 "sitting" "tBodyGyroMag-mean()" -0.93268224326087
"6519" 9 "sitting" "tBodyGyroMag-mean()" -0.9032355368
"6520" 10 "sitting" "tBodyGyroMag-mean()" -0.944202043703704
"6521" 11 "sitting" "tBodyGyroMag-mean()" -0.951884472075472
"6522" 12 "sitting" "tBodyGyroMag-mean()" -0.941907240784314
"6523" 13 "sitting" "tBodyGyroMag-mean()" -0.951142644081633
"6524" 14 "sitting" "tBodyGyroMag-mean()" -0.942756369259259
"6525" 15 "sitting" "tBodyGyroMag-mean()" -0.957331628305085
"6526" 16 "sitting" "tBodyGyroMag-mean()" -0.946417382463768
"6527" 17 "sitting" "tBodyGyroMag-mean()" -0.967177744375
"6528" 18 "sitting" "tBodyGyroMag-mean()" -0.977634992105263
"6529" 19 "sitting" "tBodyGyroMag-mean()" -0.942229043835616
"6530" 20 "sitting" "tBodyGyroMag-mean()" -0.939574435606061
"6531" 21 "sitting" "tBodyGyroMag-mean()" -0.964971113764706
"6532" 22 "sitting" "tBodyGyroMag-mean()" -0.942077432741935
"6533" 23 "sitting" "tBodyGyroMag-mean()" -0.936593426911765
"6534" 24 "sitting" "tBodyGyroMag-mean()" -0.964633252352941
"6535" 25 "sitting" "tBodyGyroMag-mean()" -0.966568718615385
"6536" 26 "sitting" "tBodyGyroMag-mean()" -0.954052945897436
"6537" 27 "sitting" "tBodyGyroMag-mean()" -0.963565474
"6538" 28 "sitting" "tBodyGyroMag-mean()" -0.955175567083333
"6539" 29 "sitting" "tBodyGyroMag-mean()" -0.962377332166667
"6540" 30 "sitting" "tBodyGyroMag-mean()" -0.955847323870968
"6541" 1 "standing" "tBodyGyroMag-mean()" -0.976493792830189
"6542" 2 "standing" "tBodyGyroMag-mean()" -0.963466341851852
"6543" 3 "standing" "tBodyGyroMag-mean()" -0.892089349344262
"6544" 4 "standing" "tBodyGyroMag-mean()" -0.900982100535714
"6545" 5 "standing" "tBodyGyroMag-mean()" -0.900671630714286
"6546" 6 "standing" "tBodyGyroMag-mean()" -0.939404744385965
"6547" 7 "standing" "tBodyGyroMag-mean()" -0.943425564528302
"6548" 8 "standing" "tBodyGyroMag-mean()" -0.952848496851852
"6549" 9 "standing" "tBodyGyroMag-mean()" -0.921030223111111
"6550" 10 "standing" "tBodyGyroMag-mean()" -0.929787259772727
"6551" 11 "standing" "tBodyGyroMag-mean()" -0.979978011489362
"6552" 12 "standing" "tBodyGyroMag-mean()" -0.888101372786885
"6553" 13 "standing" "tBodyGyroMag-mean()" -0.95782537245614
"6554" 14 "standing" "tBodyGyroMag-mean()" -0.943530016833333
"6555" 15 "standing" "tBodyGyroMag-mean()" -0.946961381132076
"6556" 16 "standing" "tBodyGyroMag-mean()" -0.972528178205128
"6557" 17 "standing" "tBodyGyroMag-mean()" -0.978184576538462
"6558" 18 "standing" "tBodyGyroMag-mean()" -0.963006793150685
"6559" 19 "standing" "tBodyGyroMag-mean()" -0.94174504109589
"6560" 20 "standing" "tBodyGyroMag-mean()" -0.883675028630137
"6561" 21 "standing" "tBodyGyroMag-mean()" -0.949837151797753
"6562" 22 "standing" "tBodyGyroMag-mean()" -0.931624303968254
"6563" 23 "standing" "tBodyGyroMag-mean()" -0.938430293382353
"6564" 24 "standing" "tBodyGyroMag-mean()" -0.954518594057971
"6565" 25 "standing" "tBodyGyroMag-mean()" -0.967077442837838
"6566" 26 "standing" "tBodyGyroMag-mean()" -0.968673955540541
"6567" 27 "standing" "tBodyGyroMag-mean()" -0.968702956625
"6568" 28 "standing" "tBodyGyroMag-mean()" -0.894242469620253
"6569" 29 "standing" "tBodyGyroMag-mean()" -0.980657340461539
"6570" 30 "standing" "tBodyGyroMag-mean()" -0.913890564915254
"6571" 1 "walking" "tBodyGyroMag-mean()" -0.160979552536842
"6572" 2 "walking" "tBodyGyroMag-mean()" -0.446549092881356
"6573" 3 "walking" "tBodyGyroMag-mean()" -0.466411754137931
"6574" 4 "walking" "tBodyGyroMag-mean()" -0.49779220106
"6575" 5 "walking" "tBodyGyroMag-mean()" -0.355933083571429
"6576" 6 "walking" "tBodyGyroMag-mean()" -0.281207841122807
"6577" 7 "walking" "tBodyGyroMag-mean()" -0.305959351403509
"6578" 8 "walking" "tBodyGyroMag-mean()" -0.00310243820125
"6579" 9 "walking" "tBodyGyroMag-mean()" -0.294542266826923
"6580" 10 "walking" "tBodyGyroMag-mean()" -0.156458730358491
"6581" 11 "walking" "tBodyGyroMag-mean()" -0.421801673559322
"6582" 12 "walking" "tBodyGyroMag-mean()" -0.35593036512
"6583" 13 "walking" "tBodyGyroMag-mean()" -0.218669558421053
"6584" 14 "walking" "tBodyGyroMag-mean()" -0.137208741864407
"6585" 15 "walking" "tBodyGyroMag-mean()" -0.243711124444444
"6586" 16 "walking" "tBodyGyroMag-mean()" -0.485931932745098
"6587" 17 "walking" "tBodyGyroMag-mean()" -0.335009836885246
"6588" 18 "walking" "tBodyGyroMag-mean()" -0.500471147857143
"6589" 19 "walking" "tBodyGyroMag-mean()" 0.100045071430769
"6590" 20 "walking" "tBodyGyroMag-mean()" 0.0686275147882353
"6591" 21 "walking" "tBodyGyroMag-mean()" -0.284775644807692
"6592" 22 "walking" "tBodyGyroMag-mean()" -0.210608043717391
"6593" 23 "walking" "tBodyGyroMag-mean()" -0.0120968259523729
"6594" 24 "walking" "tBodyGyroMag-mean()" -0.403064156896552
"6595" 25 "walking" "tBodyGyroMag-mean()" -0.394362401351351
"6596" 26 "walking" "tBodyGyroMag-mean()" -0.392092024067797
"6597" 27 "walking" "tBodyGyroMag-mean()" -0.396638753684211
"6598" 28 "walking" "tBodyGyroMag-mean()" -0.310775945814815
"6599" 29 "walking" "tBodyGyroMag-mean()" -0.28057326754717
"6600" 30 "walking" "tBodyGyroMag-mean()" -0.0229640797463077
"6601" 1 "walking_downstairs" "tBodyGyroMag-mean()" -0.0757412543673469
"6602" 2 "walking_downstairs" "tBodyGyroMag-mean()" -0.162188586930426
"6603" 3 "walking_downstairs" "tBodyGyroMag-mean()" -0.215294501244898
"6604" 4 "walking_downstairs" "tBodyGyroMag-mean()" -0.3466062928
"6605" 5 "walking_downstairs" "tBodyGyroMag-mean()" -0.218029835319149
"6606" 6 "walking_downstairs" "tBodyGyroMag-mean()" 0.0142677821595833
"6607" 7 "walking_downstairs" "tBodyGyroMag-mean()" -0.18874081887234
"6608" 8 "walking_downstairs" "tBodyGyroMag-mean()" 0.0993429744078947
"6609" 9 "walking_downstairs" "tBodyGyroMag-mean()" -0.168921400633333
"6610" 10 "walking_downstairs" "tBodyGyroMag-mean()" -0.0238468037578947
"6611" 11 "walking_downstairs" "tBodyGyroMag-mean()" -0.19788336026087
"6612" 12 "walking_downstairs" "tBodyGyroMag-mean()" -0.213351510686957
"6613" 13 "walking_downstairs" "tBodyGyroMag-mean()" -0.102114480531915
"6614" 14 "walking_downstairs" "tBodyGyroMag-mean()" 0.166340011842444
"6615" 15 "walking_downstairs" "tBodyGyroMag-mean()" -0.121686320740476
"6616" 16 "walking_downstairs" "tBodyGyroMag-mean()" -0.309820427234043
"6617" 17 "walking_downstairs" "tBodyGyroMag-mean()" -0.232641763307609
"6618" 18 "walking_downstairs" "tBodyGyroMag-mean()" -0.381022814727273
"6619" 19 "walking_downstairs" "tBodyGyroMag-mean()" 0.418004608615385
"6620" 20 "walking_downstairs" "tBodyGyroMag-mean()" 0.0938419436933333
"6621" 21 "walking_downstairs" "tBodyGyroMag-mean()" -0.184850019535556
"6622" 22 "walking_downstairs" "tBodyGyroMag-mean()" -0.161333309783333
"6623" 23 "walking_downstairs" "tBodyGyroMag-mean()" 0.0390915481555556
"6624" 24 "walking_downstairs" "tBodyGyroMag-mean()" -0.304965806363636
"6625" 25 "walking_downstairs" "tBodyGyroMag-mean()" -0.216082565601724
"6626" 26 "walking_downstairs" "tBodyGyroMag-mean()" -0.23531462282
"6627" 27 "walking_downstairs" "tBodyGyroMag-mean()" -0.164783206536364
"6628" 28 "walking_downstairs" "tBodyGyroMag-mean()" -0.068246324026087
"6629" 29 "walking_downstairs" "tBodyGyroMag-mean()" -0.122968108816667
"6630" 30 "walking_downstairs" "tBodyGyroMag-mean()" -0.095537320533871
"6631" 1 "walking_upstairs" "tBodyGyroMag-mean()" -0.126735589969811
"6632" 2 "walking_upstairs" "tBodyGyroMag-mean()" -0.219713472958333
"6633" 3 "walking_upstairs" "tBodyGyroMag-mean()" -0.347321812220339
"6634" 4 "walking_upstairs" "tBodyGyroMag-mean()" -0.299779407884615
"6635" 5 "walking_upstairs" "tBodyGyroMag-mean()" -0.235516929306383
"6636" 6 "walking_upstairs" "tBodyGyroMag-mean()" -0.12912124415098
"6637" 7 "walking_upstairs" "tBodyGyroMag-mean()" -0.239099165627451
"6638" 8 "walking_upstairs" "tBodyGyroMag-mean()" 0.166447991
"6639" 9 "walking_upstairs" "tBodyGyroMag-mean()" -0.0833234490061224
"6640" 10 "walking_upstairs" "tBodyGyroMag-mean()" 0.0438573846851064
"6641" 11 "walking_upstairs" "tBodyGyroMag-mean()" -0.255048336944444
"6642" 12 "walking_upstairs" "tBodyGyroMag-mean()" -0.316561585961538
"6643" 13 "walking_upstairs" "tBodyGyroMag-mean()" -0.237182958116364
"6644" 14 "walking_upstairs" "tBodyGyroMag-mean()" 0.365779419444444
"6645" 15 "walking_upstairs" "tBodyGyroMag-mean()" -0.201217274
"6646" 16 "walking_upstairs" "tBodyGyroMag-mean()" -0.308260568039216
"6647" 17 "walking_upstairs" "tBodyGyroMag-mean()" -0.235191249091667
"6648" 18 "walking_upstairs" "tBodyGyroMag-mean()" -0.3691086
"6649" 19 "walking_upstairs" "tBodyGyroMag-mean()" -0.06161577145
"6650" 20 "walking_upstairs" "tBodyGyroMag-mean()" 0.0223302538235294
"6651" 21 "walking_upstairs" "tBodyGyroMag-mean()" -0.168982721146809
"6652" 22 "walking_upstairs" "tBodyGyroMag-mean()" -0.1280319236
"6653" 23 "walking_upstairs" "tBodyGyroMag-mean()" -0.156527148792745
"6654" 24 "walking_upstairs" "tBodyGyroMag-mean()" -0.33443583979661
"6655" 25 "walking_upstairs" "tBodyGyroMag-mean()" -0.3186346998
"6656" 26 "walking_upstairs" "tBodyGyroMag-mean()" -0.344427047636364
"6657" 27 "walking_upstairs" "tBodyGyroMag-mean()" -0.286145719598039
"6658" 28 "walking_upstairs" "tBodyGyroMag-mean()" -0.263415282690196
"6659" 29 "walking_upstairs" "tBodyGyroMag-mean()" 0.0439627677608163
"6660" 30 "walking_upstairs" "tBodyGyroMag-mean()" -0.113608367276923
"6661" 1 "laying" "tBodyGyroMag-std()" -0.81901016976
"6662" 2 "laying" "tBodyGyroMag-std()" -0.961164053958333
"6663" 3 "laying" "tBodyGyroMag-std()" -0.954275110967742
"6664" 4 "laying" "tBodyGyroMag-std()" -0.947031781666667
"6665" 5 "laying" "tBodyGyroMag-std()" -0.958287921923077
"6666" 6 "laying" "tBodyGyroMag-std()" -0.920914497017544
"6667" 7 "laying" "tBodyGyroMag-std()" -0.918662459038462
"6668" 8 "laying" "tBodyGyroMag-std()" -0.932470764444444
"6669" 9 "laying" "tBodyGyroMag-std()" -0.8985578738
"6670" 10 "laying" "tBodyGyroMag-std()" -0.927471165517241
"6671" 11 "laying" "tBodyGyroMag-std()" -0.954713182807018
"6672" 12 "laying" "tBodyGyroMag-std()" -0.935725715833333
"6673" 13 "laying" "tBodyGyroMag-std()" -0.944687480967742
"6674" 14 "laying" "tBodyGyroMag-std()" -0.913433185882353
"6675" 15 "laying" "tBodyGyroMag-std()" -0.924043007638889
"6676" 16 "laying" "tBodyGyroMag-std()" -0.959020036285714
"6677" 17 "laying" "tBodyGyroMag-std()" -0.959325498732394
"6678" 18 "laying" "tBodyGyroMag-std()" -0.980560877846154
"6679" 19 "laying" "tBodyGyroMag-std()" -0.955906646506024
"6680" 20 "laying" "tBodyGyroMag-std()" -0.962153597941176
"6681" 21 "laying" "tBodyGyroMag-std()" -0.949289148
"6682" 22 "laying" "tBodyGyroMag-std()" -0.923911565972222
"6683" 23 "laying" "tBodyGyroMag-std()" -0.957227585972222
"6684" 24 "laying" "tBodyGyroMag-std()" -0.957829934722222
"6685" 25 "laying" "tBodyGyroMag-std()" -0.856017369726027
"6686" 26 "laying" "tBodyGyroMag-std()" -0.965676821973684
"6687" 27 "laying" "tBodyGyroMag-std()" -0.971915732837838
"6688" 28 "laying" "tBodyGyroMag-std()" -0.928940913375
"6689" 29 "laying" "tBodyGyroMag-std()" -0.977040093043478
"6690" 30 "laying" "tBodyGyroMag-std()" -0.951264441
"6691" 1 "sitting" "tBodyGyroMag-std()" -0.934531840425532
"6692" 2 "sitting" "tBodyGyroMag-std()" -0.961313624130435
"6693" 3 "sitting" "tBodyGyroMag-std()" -0.925518103807692
"6694" 4 "sitting" "tBodyGyroMag-std()" -0.928898293
"6695" 5 "sitting" "tBodyGyroMag-std()" -0.931414810454545
"6696" 6 "sitting" "tBodyGyroMag-std()" -0.921259472727273
"6697" 7 "sitting" "tBodyGyroMag-std()" -0.898063314375
"6698" 8 "sitting" "tBodyGyroMag-std()" -0.953001632173913
"6699" 9 "sitting" "tBodyGyroMag-std()" -0.9066063206
"6700" 10 "sitting" "tBodyGyroMag-std()" -0.963064577592593
"6701" 11 "sitting" "tBodyGyroMag-std()" -0.959964488301887
"6702" 12 "sitting" "tBodyGyroMag-std()" -0.946769241568627
"6703" 13 "sitting" "tBodyGyroMag-std()" -0.963940591428571
"6704" 14 "sitting" "tBodyGyroMag-std()" -0.947081158333333
"6705" 15 "sitting" "tBodyGyroMag-std()" -0.963475074915254
"6706" 16 "sitting" "tBodyGyroMag-std()" -0.937942404637681
"6707" 17 "sitting" "tBodyGyroMag-std()" -0.97541025484375
"6708" 18 "sitting" "tBodyGyroMag-std()" -0.981372675614035
"6709" 19 "sitting" "tBodyGyroMag-std()" -0.950491807945205
"6710" 20 "sitting" "tBodyGyroMag-std()" -0.941069909848485
"6711" 21 "sitting" "tBodyGyroMag-std()" -0.971225061647059
"6712" 22 "sitting" "tBodyGyroMag-std()" -0.933268487096774
"6713" 23 "sitting" "tBodyGyroMag-std()" -0.937006097352941
"6714" 24 "sitting" "tBodyGyroMag-std()" -0.969257162647059
"6715" 25 "sitting" "tBodyGyroMag-std()" -0.970639125692308
"6716" 26 "sitting" "tBodyGyroMag-std()" -0.964742022307692
"6717" 27 "sitting" "tBodyGyroMag-std()" -0.970782132714286
"6718" 28 "sitting" "tBodyGyroMag-std()" -0.951065984027778
"6719" 29 "sitting" "tBodyGyroMag-std()" -0.971578024666667
"6720" 30 "sitting" "tBodyGyroMag-std()" -0.960641288225806
"6721" 1 "standing" "tBodyGyroMag-std()" -0.978690028679245
"6722" 2 "standing" "tBodyGyroMag-std()" -0.95394338037037
"6723" 3 "standing" "tBodyGyroMag-std()" -0.88212522147541
"6724" 4 "standing" "tBodyGyroMag-std()" -0.885144317678571
"6725" 5 "standing" "tBodyGyroMag-std()" -0.867041711785714
"6726" 6 "standing" "tBodyGyroMag-std()" -0.915891572982456
"6727" 7 "standing" "tBodyGyroMag-std()" -0.918438958867924
"6728" 8 "standing" "tBodyGyroMag-std()" -0.95322478962963
"6729" 9 "standing" "tBodyGyroMag-std()" -0.908291403111111
"6730" 10 "standing" "tBodyGyroMag-std()" -0.920486810227273
"6731" 11 "standing" "tBodyGyroMag-std()" -0.977071437446808
"6732" 12 "standing" "tBodyGyroMag-std()" -0.852271618032787
"6733" 13 "standing" "tBodyGyroMag-std()" -0.944980198421053
"6734" 14 "standing" "tBodyGyroMag-std()" -0.931426203833333
"6735" 15 "standing" "tBodyGyroMag-std()" -0.931286778679245
"6736" 16 "standing" "tBodyGyroMag-std()" -0.964105768461539
"6737" 17 "standing" "tBodyGyroMag-std()" -0.977680837435897
"6738" 18 "standing" "tBodyGyroMag-std()" -0.959797118082192
"6739" 19 "standing" "tBodyGyroMag-std()" -0.937951031506849
"6740" 20 "standing" "tBodyGyroMag-std()" -0.843683410273973
"6741" 21 "standing" "tBodyGyroMag-std()" -0.945614401797753
"6742" 22 "standing" "tBodyGyroMag-std()" -0.900776555555556
"6743" 23 "standing" "tBodyGyroMag-std()" -0.923796565588235
"6744" 24 "standing" "tBodyGyroMag-std()" -0.95310477884058
"6745" 25 "standing" "tBodyGyroMag-std()" -0.959884274324324
"6746" 26 "standing" "tBodyGyroMag-std()" -0.962653585540541
"6747" 27 "standing" "tBodyGyroMag-std()" -0.965693334
